Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore,Return_1,Return_2,open-close,high-open,williams_r,dif,dea,macd,CCI,volume_change,williams_1,low-open,CCI_HHV,chazhi,Return_3,Return_4,Return_5,high+dif,macd_condition,shifted_condition1,shifted_condition2,deaRewrite,difRewrite,macd_back,williams_condition1,williams_condition2,williams_condition3,williams_condition4,williams_points,basic_Open_point
1683028800000,324.14,325.0,323.44,324.07,55350.85,1683032399999,17937059.6467,21598,29932.03,9701709.5123,0,-0.004196624186132668,0.001450303946678271,0.0,323.9997839972845,,-0.45143117938260957,-0.3980232479208737,-0.10681586292347178,,1.2270630341527524,,322.4397839972845,,,0.0016354491313605997,-0.001357731354337019,0.0013885888851173779,324.5485688206174,False,False,True,False,False,0,False,False,False,False,0,0
1683032400000,324.07,324.22,322.67,322.71,40587.88,1683035999999,13120125.1777,24368,20468.56,6616683.8941,0,0.005670726038858545,0.005856651482755549,0.0,323.21578568993834,,-0.5319153485907577,-0.4248016680548505,-0.2142273610718145,,0.9308813741036854,,321.66578568993833,,,0.0028508568064206747,0.00560875089089276,0.005732701186824154,323.68808465140927,False,True,True,False,False,0,False,False,False,False,0,0
1683036000000,322.71,325.48,321.37,324.54,196475.01,1683039599999,63592287.2037,72130,99130.4,32094337.5594,0,0.00018487705675726343,-0.0028039686941517994,-0.0,324.4856387502311,,-0.44292812676133053,-0.42842695979614653,-0.029002333930367996,,2.0777951066700515,,320.3756387502311,,,-6.162568558587124e-05,6.162568558569609e-05,-0.0007703210698219018,325.0370718732387,False,False,False,False,False,1,False,False,False,False,0,0
1683039600000,324.55,325.61,323.48,324.6,87631.84,1683043199999,28425429.1271,38412,45494.67,14759057.6074,0,-0.0029882932840419817,-0.00024645717806543723,-0.0,324.6101540357363,-38.47619047619013,-0.36337485465270447,-0.4154165387674581,0.10408336822950726,,0.9499366088085806,,322.4801540357363,,,-0.00012322858903271862,-0.0009550215650030876,-0.005298829328404273,325.2466251453473,True,False,True,False,False,0,False,True,False,True,0,0
1683043200000,324.59,325.06,323.35,323.63,63086.36,1683046799999,20454455.6709,26157,33802.24,10960661.5362,0,0.0027500540740969205,0.002873652010011454,0.0,324.057033649538,-46.6981132075475,-0.37428468585363817,-0.4071901681846941,0.06581096466211189,,0.764415203220382,1.2468905975988356,322.34703364953805,,,0.002039365942588836,-0.002317461298396317,-0.007446775638846733,324.68571531414636,True,True,True,False,False,0,False,True,False,True,0,0
1683046800000,323.65,324.57,323.37,324.52,32972.24,1683050399999,10681263.8044,16053,15648.37,5069350.228,0,0.00012325896708991884,-0.0007087390607665517,-0.0,323.5726808825342,-25.707547169812017,-0.30756977085883364,-0.38726608871952206,0.15939263572137685,,0.4995035173813673,0.6133796698523041,322.3726808825342,,,-0.0050536176506840455,-0.010168864784912962,-0.0075187969924811965,324.26243022914116,True,False,False,False,False,0,False,True,False,True,0,0
1683050400000,324.52,325.23,323.94,324.56,54370.41,1683053999999,17645671.348,21423,23969.88,7780209.819,0,-0.0008318954892777354,-0.005176238599950723,-0.0,324.23012324377623,-24.76415094339644,-0.24860429875911905,-0.3595337307274415,0.2218588639366449,,0.8751050286772987,0.9829205807002475,322.9401232437762,,,-0.010290855311806676,-0.007641114123736807,-0.00915085038205579,324.9813957012409,True,False,True,False,False,0,False,True,False,True,0,0
1683054000000,324.56,325.59,324.22,324.29,58564.21,1683057599999,19022572.3167,24822,28880.98,9382176.4587,0,-0.004347960159116916,-0.009466835240062884,0.0,324.5891674118844,-31.132075471697885,-0.2211116434244218,-0.33184931326683753,0.22147533968483146,,0.9609905299169665,1.1303088803088706,323.2191674118844,,,-0.006814887908970477,-0.00832588115575579,-0.0008942613093219663,325.36888835657555,True,True,True,False,False,0,False,True,False,True,0,0
1683057600000,324.28,324.5,322.76,322.88,52637.96,1683061199999,17040275.9345,22415,22389.93,7248528.2746,0,-0.0051412289395440045,-0.0024777006937562293,0.0,323.49566402378593,-64.38679245283048,-0.30953065541666547,-0.32738558169680315,0.03570985256027537,,0.904841856329027,3.1299093655589845,321.7556640237859,,,-0.003995292368681926,0.003468780971258686,0.003344895936570813,324.19046934458333,True,True,False,False,False,0,False,True,False,True,0,0
1683061200000,322.88,322.89,321.15,321.22,59397.43,1683064799999,19119880.2341,30318,25121.58,8086578.2337,0,0.0026772928211193474,0.001151858539318684,0.0,321.884832202229,-98.4304932735415,-0.5076990476566152,-0.36344827488876563,-0.2885015455356992,,1.0139267068371633,-0.8471399715374723,320.144832202229,,,0.008654504700828007,0.008529979453334014,0.00971296930452633,322.38230095234337,False,True,False,False,False,0,False,False,False,True,0,0
1683064800000,321.21,322.32,320.6,322.08,86129.25,1683068399999,27682515.3183,33766,49563.76,15932048.362,0,-0.0015213611525087217,0.005961251862891257,-0.0,321.32270119225035,-70.45908183632807,-0.5885694512900841,-0.40847251016902936,-0.36019388224210946,,1.2710152150592176,-1.931731617164224,319.6027011922504,,,0.005837059115747626,0.007016890213611497,0.0057749627421758995,321.7314305487099,False,True,False,False,False,0,True,True,False,True,1,0
1683068400000,322.08,322.54,321.52,321.59,76168.58,1683071999999,24519000.1986,23577,44240.82,14241589.9012,0,0.007494014117354474,0.007369632140302885,0.0,321.5384763207811,-80.23952095808475,-0.6843104290509245,-0.4636400939454084,-0.4413406702110323,,1.0794007292015575,-39.83333333317713,320.5184763207811,,,0.00855126092229236,0.007307441151777179,0.0052240430361640815,321.8556895709491,False,True,False,False,False,0,False,False,False,True,0,0
1683072000000,321.6,324.14,321.12,324.0,138703.25,1683075599999,44776214.0199,47646,69081.1,22297945.2276,0,-0.00012345679012351995,0.0010493827160493055,-0.0074074074074073374,323.1474074074074,-32.13572854291451,-0.5592720449141666,-0.48276648413916007,-0.15301112155001306,,1.4869852341693421,-0.005004170141804101,320.1274074074074,,,-0.0001851851851851922,-0.0022530864197531425,-0.004012345679012381,323.5807279550858,False,False,False,False,False,1,True,True,False,True,1,1
1683075600000,324.0,324.42,322.8,323.96,99940.07,1683079199999,32346641.1462,28933,44026.03,14250932.6488,0,0.0011729843190517208,-6.173601679214043e-05,0.0,323.41987652796644,-32.93413173652769,-0.4581249115317405,-0.4778381696176762,0.03942651617187143,,1.0465060491719418,1.0169635284139191,321.79987652796643,,,-0.0021298925793307747,-0.003889369057908356,-0.0012964563526360016,323.9618750884683,True,False,True,False,False,0,False,True,False,True,0,0
1683079200000,323.96,324.43,323.17,324.34,69094.44,1683082799999,22372200.3182,21933,29849.82,9665814.2111,0,-0.0012332737251032166,-0.0032990072146512712,-0.0,323.43117161003886,-25.349301397206407,-0.343344394932501,-0.4509394146806412,0.21519003949628035,,0.7969614251808754,0.8612125639152659,322.17117161003887,,,-0.0050564222729234335,-0.0024665474502064333,-0.003699821175309825,324.0866556050675,True,False,True,False,False,0,False,True,False,True,0,0
1683082800000,324.35,324.65,323.6,323.94,35835.99,1683086399999,11615936.347,15405,17209.81,5578810.9021,0,-0.0020682842501698337,-0.0038278693585232114,0.0,323.6487343335185,-33.33333333333371,-0.2814127150335821,-0.4170340747512294,0.27124271943529454,,0.5138250734723551,1.171086398631301,322.59873433351856,,,-0.001234796567265473,-0.002469593134531121,-0.0019139346792616057,324.3685872849664,True,False,True,False,False,0,False,True,False,True,0,0
1683086400000,323.93,324.18,322.67,323.27,48906.03,1683089999999,15819493.2511,19689,22287.67,7207933.6111,0,-0.0017632319732730944,0.0008352151452347532,0.0,323.1779583629783,-46.70658682634802,-0.2831310545425936,-0.3902534707095022,0.2142448323338173,-10.471605047335357,0.7787867526961374,1.4016786570743593,321.6679583629783,,,-0.00040214062548332805,0.00015466947133978214,6.186778853601836e-05,323.8968689454574,True,True,True,False,False,0,False,True,False,True,0,0
1683090000000,323.27,323.33,322.41,322.7,52939.4,1683093599999,17095526.6544,25427,29830.38,9633049.1406,0,0.0026030368763558472,0.0013634955066625278,0.0,322.3282336535482,-57.915831663326934,-0.32672085268171713,-0.37754694710394526,0.10165218884445626,-48.4188698807655,0.8895642193082168,1.5075692535074907,321.4082336535482,,,0.0019212891230244952,0.0018283235202975886,0.002076231794236182,323.00327914731827,True,True,False,False,False,0,False,True,False,True,0,0
1683093600000,322.7,324.0,322.32,323.54,70652.77,1683097199999,22821657.8634,32751,43680.26,14109435.4614,0,-0.0012363231748780184,-0.0006799777461829365,-0.0,323.0025962786672,-41.082164328656795,-0.29014054236131415,-0.360065666155419,0.13985024758820974,-2.717219589262214,1.1174756868793925,0.5674562306899955,321.3225962786672,0.0,,-0.0007727019842986956,-0.0005254373493231622,-0.004698028064536189,323.7098594576387,True,False,False,False,False,0,False,True,False,True,0,0
1683097200000,323.54,323.59,322.85,323.14,38446.0,1683100799999,12426377.0314,19752,23306.09,7532911.5803,0,0.0005570341028656522,0.00046419508572146474,0.0,322.58876214643806,-49.098196392785816,-0.2900831420548684,-0.34606916133530896,0.11197203856088112,-5.073528839944301,0.6994562463283774,1.259403372243866,321.8487621464381,-2.356309250682087,2.356309250682087,0.0007117657981061404,-0.0034659899733861625,-0.005756019062944896,323.2999168579451,True,True,True,False,False,0,False,True,False,True,0,0
1683100800000,323.13,323.82,322.49,323.32,48922.19,1683104399999,15814020.1574,19390,25466.14,8232242.674,0,-9.27873314362635e-05,0.0001546455523939483,-0.0,322.8205876530991,-45.49098196392793,-0.27237340515313235,-0.33133001009887364,0.11791320989148257,5.784591707861595,0.9239126417544585,0.8954703832752562,321.4905876530991,0.0,-2.356309250682087,-0.004020784362241777,-0.00630953853767172,-0.002010392181120801,323.54762659484686,True,False,False,False,False,0,False,True,False,True,0,0
1683104400000,323.31,323.49,322.65,323.29,29993.72,1683107999999,9687456.7434,15079,15299.39,4941338.6659,0,0.00024745584459768036,-0.0039283615329890765,0.0,322.48993813603886,-33.58024691357956,-0.2577874471230075,-0.3166214975037004,0.11766810076138579,10.976226605976528,0.6621329101090486,0.7434123566281373,321.6499381360388,0.0,0.0,-0.006217328095518103,-0.0019177827956324183,-0.004639797086207429,323.232212552877,True,True,True,False,False,0,False,True,False,True,0,0
1683108000000,323.29,323.88,323.05,323.37,40579.13,1683111599999,13130549.9821,17152,18220.62,5895450.8401,0,-0.004174784302811091,-0.006463184587314939,-0.0,322.88024739462537,-31.60493827160462,-0.23704018716063047,-0.3007052354350864,0.12733009654891192,41.93604496809761,0.9280433190476464,0.9591836734693958,322.0502473946254,0.0,0.0,-0.0021647029718279017,-0.004886043850697294,-0.0018245353619693596,323.64295981283936,True,False,False,False,False,0,False,True,False,True,0,0
1683111600000,323.38,323.66,321.85,322.02,60937.86,1683115199999,19659626.3984,22705,27886.91,8998071.9804,0,-0.002297993913421555,0.0020185081671946904,0.0,322.6557766598348,-64.93827160493889,-0.3257762064247913,-0.3057194296330274,-0.04011355358352786,-75.5887948566554,1.2319904252321643,3.2131147540985134,320.8457766598348,-117.524839824753,117.524839824753,-0.0007142413514687329,0.0023601018570274857,0.003633314700950301,323.33422379357523,False,True,True,False,False,0,False,True,False,True,0,0
1683115200000,322.03,322.68,321.05,321.28,92842.6,1683118799999,29876490.5523,39577,42617.84,13715671.2513,0,0.004326444223107705,0.0015874003984065234,0.0,321.6776655876494,-93.61111111111212,-0.45061751831065067,-0.33469904736855205,-0.23183694188419723,-198.85384105331755,1.4524171021405936,-1.1065759637186932,320.0476655876494,-240.78988602141516,123.26504619666215,0.004668824701195219,0.00594497011952199,0.006442978087649559,322.22938248168936,False,True,False,False,False,0,False,False,False,True,0,0
1683118800000,321.28,323.28,320.39,322.67,82674.29,1683122399999,26616346.3652,34410,41525.25,13371906.5036,0,-0.0027272445532587333,0.0003409055691572095,-0.004307806737533837,322.2843078067375,-46.47887323943581,-0.4324092296934623,-0.3542410838335341,-0.1563362917198564,-154.39286650930674,1.178144345330093,-0.40604575163400736,319.3943078067375,-78.80407165265134,-161.9858143687638,0.0016115535996528397,0.002107416245699962,0.005330523445005642,322.8475907703065,False,False,False,False,False,1,True,True,False,True,1,1
1683122400000,322.68,322.76,321.54,321.79,46671.89,1683125999999,15031991.6442,21906,22959.15,7394908.013,0,0.0030765406010129343,0.004350663476180046,0.0,321.75723422107586,-67.13615023474091,-0.48341516619353797,-0.38007590030553484,-0.20667853177600626,-141.68159132698932,0.7486727807202674,2.60583941605828,320.5372342210759,0.0,-78.80407165265134,0.004847882159172138,0.008079803598620112,0.004164206470058034,322.27658483380645,False,True,True,False,False,0,False,True,False,True,0,0
1683126000000,321.79,322.84,321.32,322.78,46322.29,1683129599999,14927352.243,21837,21881.88,7050797.1485,0,0.001270215007125674,0.0017659086684430575,-0.0,321.8430671045294,-43.89671361502367,-0.4388937185374857,-0.39183946395192504,-0.09410850917112135,-83.04454466334145,0.8126655832989691,0.35630689206764643,320.3230671045294,0.0,0.0,0.004987917467005433,0.0010843298841316771,0.0029741619679039483,322.4011062814625,False,False,False,False,False,1,False,True,False,True,0,0
1683129600000,322.79,323.37,321.93,323.19,35966.61,1683133199999,11608094.6083,19391,17730.46,5722766.006,0,0.0004950648225502801,0.0037129861691264847,-0.0,322.3712376620564,-34.27230046948316,-0.3663040519290348,-0.386732381547347,0.040856659236624404,-3.7091050508008805,0.7194882057903911,0.7895277207392084,320.9312376620564,0.0,0.0,-0.00018564930845633304,0.0017017853275163568,0.00785915405798453,323.00369594807097,True,False,True,False,False,0,False,True,False,True,0,0
1683133200000,323.2,324.81,322.5,323.35,68033.27,1683136799999,22013790.9742,35143,32815.75,10618679.5485,0,0.0032163290552032274,-0.0006803773001392524,-0.0,323.81046389361376,-33.03167420814421,-0.29249386809709677,-0.367884678857297,0.15078162152040042,101.83500312717774,1.2147960358152787,0.9735858955919167,321.50046389361376,0.0,0.0,0.0012061233957012102,0.007360445337869168,0.009463429720117525,324.5175061319029,True,False,True,False,False,0,False,True,False,True,0,0
1683136800000,323.36,325.45,322.72,324.39,173067.63,1683140399999,56109777.1421,64008,83013.57,26913269.7827,0,-0.0038842134467769996,-0.002003760905083317,-0.0,324.4531751903573,-20.948616600790547,-0.14836915007373364,-0.3239815731005843,0.3512248460537013,154.39018764227993,1.8212829743412888,0.7953806174926051,321.7231751903573,0.0,0.0,0.00413083017355662,0.006227072351182339,0.004161657264404028,325.30163084992625,True,False,True,False,False,0,False,True,False,True,0,0
1683140400000,324.4,325.06,322.99,323.13,64402.89,1683143999999,20854545.3196,30402,30365.86,9832332.8164,0,0.001887785101971385,0.008046297155943499,0.0,324.0560696933123,-45.84980237154135,-0.13427292768989219,-0.28603984401844584,0.3035338326571073,89.85592014193195,0.7593094754247881,1.729166666666658,321.9860696933123,64.53426750034798,-64.53426750034798,0.010150713335190263,0.0080772444526971,0.00677745798904465,324.9257270723101,True,True,True,False,False,0,False,True,False,True,0,0
1683144000000,323.13,324.68,322.65,323.74,47035.25,1683147599999,15219332.8542,23242,24108.11,7800656.4225,0,0.0061469080126027335,0.008247358991783579,-0.0,323.6818842280843,-33.794466403161636,-0.07303773433852712,-0.2434394220824621,0.34080337548787,75.93621343688962,0.6512452817044295,0.7390932420872506,321.65188422808427,78.45397420539031,-13.91970670504233,0.006177796997590659,0.0048804596280965715,0.009235806511398064,324.6069622656615,True,False,False,False,False,0,False,True,False,True,0,0
1683147600000,323.74,326.68,323.72,325.73,70674.63,1683151199999,23018843.0987,34020,37106.81,12085388.2202,0,0.002087618579805381,3.0700273232403846e-05,-0.0,325.6861093543733,-15.103338632750168,0.13451733434794733,-0.16784807079638023,0.604730810288655,190.43669222738137,0.9855995412156071,0.7119862967273696,322.7261093543733,0.0,78.45397420539031,-0.0012587112025297792,0.0030700273232431765,0.0008596076505080057,326.81451733434795,True,False,True,False,False,0,False,True,False,False,0,0
1683151200000,325.74,327.36,325.73,326.41,76060.05,1683154799999,24846740.3834,33978,35254.02,11515095.1461,0,-0.0020526331913851164,-0.003339358475536999,-0.0,326.3620526331914,-13.629842180774531,0.3498437575713069,-0.0643097051228428,0.8283069253882994,207.657802166876,1.039665672854049,0.9777988104836357,324.7320526331914,0.0,0.0,0.0009803621212585189,-0.0012254526515732792,-0.0009190894886799159,327.7098437575713,True,False,True,False,False,0,False,True,True,False,0,0
1683154800000,326.41,326.49,325.28,325.74,45824.4,1683158399999,14933503.5861,21986,19396.39,6321156.8197,0,-0.00128937189169281,0.0030392337447043933,0.0,325.48794314483945,-23.24246771879481,0.4611126788138904,0.04077477166450384,0.8406758142987731,130.81190706018634,0.7154817012551832,1.169362992922147,324.2779431448394,76.84589510668965,-76.84589510668965,0.000828881930373862,0.0011358752379198272,0.0020261558298028124,326.9511126788139,True,False,True,False,False,0,False,True,True,True,-1,0
1683158400000,325.75,326.18,324.86,325.32,39862.62,1683161999999,12977859.1814,19121,20912.41,6809397.0136,0,0.004334194024345337,0.00212098856510512,0.0,325.1786782245174,-29.26829268292701,0.509530065213994,0.13452583037440188,0.7500084696791842,92.78546206958401,0.7120170225692144,1.1187782805429909,323.8586782245174,114.87234009729198,-38.02644499060233,0.002428378212221875,0.0033198081888601502,0.003996065412516942,326.689530065214,True,True,True,False,False,0,False,True,False,True,0,0
1683162000000,325.32,326.74,325.31,326.73,27041.92,1683165599999,8817564.2159,14371,15275.79,4980802.3307,0,-0.0022036543935360304,-0.001897591283322635,-0.0,325.744315489854,-9.03873744619789,0.6541359370065152,0.23844785170082455,0.8313761706113812,110.59975881672545,0.5835844235279218,0.714921148402746,324.314315489854,20.212148243460888,94.6601918538311,-0.001010008263704101,-0.00033666942123470033,-0.0004897009763413981,327.3941359370065,True,False,False,False,False,0,False,True,False,False,0,0
1683165600000,326.73,327.3,325.6,326.01,27894.49,1683169199999,9103389.3833,14613,13633.58,4449105.0733,0,0.0003067390570842083,0.0011962823226280984,0.0,326.297791478789,-19.368723098995947,0.7025406976757722,0.3312664208958141,0.7425485535599162,93.92440355279396,0.6940668603716753,1.1703738760056857,324.597791478789,16.675355263931493,3.5367929795293946,0.001871108248213287,0.0017177387196711828,-0.002392564645256197,328.0025406976758,True,True,True,False,False,0,False,True,True,False,0,0
1683169200000,326.0,326.15,325.45,326.11,18212.69,1683172799999,5935245.8946,10609,10531.8,3432200.0822,0,0.0008892704915518187,0.0015638894851430218,-0.0,325.15033730949676,-20.695364238410527,0.7404357016454242,0.41310027704573615,0.654670849199376,61.4800015669641,0.5541806518592983,1.0223699399275938,324.4503373094968,49.119757249761356,-32.44440198582986,0.0014105669865995508,-0.002698475974364464,-0.0004906319953390727,326.8904357016454,True,True,False,False,True,0,False,True,True,True,-1,0
1683172800000,326.11,326.66,326.1,326.4,17340.55,1683176399999,5659835.7492,10473,8500.96,2774644.0365,0,0.000674019607843221,0.0005208333333333821,-0.0,325.6608884803922,-15.894039735099884,0.7848214090103056,0.4874445034386501,0.594753811143311,67.74642502102935,0.6262470049435175,0.9251033057851329,325.1008884803922,26.17797853176461,22.941778717996748,-0.0035845588235292867,-0.0013786764705882005,-0.0014093137254901334,327.44482140901033,True,True,False,False,True,0,False,True,False,False,0,0
1683176400000,326.4,326.84,326.01,326.62,22120.34,1683179999999,7220292.2279,11374,12480.51,4073736.2341,0,-0.0001530830935031883,-0.0042557099993876255,-0.0,325.8406735656114,-13.627992633517646,0.8282025596921017,0.5555961146893404,0.5452128900055224,57.08913932530239,0.856275569623318,0.9658583913385362,325.0106735656114,10.657285695726962,15.520692836037647,-0.0020513134529423055,-0.0020819300716429087,0.0005510991366113736,327.6682025596921,True,True,False,True,True,0,False,True,True,False,0,0
1683180000000,326.62,326.75,326.2,326.57,15853.29,1683183599999,5174621.4816,12390,8052.56,2628522.2001,0,-0.004103255044860137,-0.001898520990905486,0.0,325.7498468934685,-16.255144032922185,0.8487638309135264,0.6142296579341777,0.4690683459586973,44.23924093527723,0.7043851472643454,1.0412135435800713,325.1998468934685,23.507184085752122,-12.84989839002516,-0.0019291422972103852,0.0007042900450133759,-0.0027252962611384584,327.5987638309135,True,True,False,True,True,0,False,True,True,False,0,0
1683183600000,326.56,326.57,325.2,325.23,26320.01,1683187199999,8574977.2877,13635,10887.79,3547697.8977,0,0.0022138179134765256,0.002183070442456045,0.0,325.5659105863543,-45.222929936305285,0.7483059798087197,0.6410449223090862,0.2145221149992671,3.1971839180816573,1.1069193129643484,1.8329564811045949,324.1959105863543,53.891955407220735,-30.384771321468612,0.004827352950219823,0.0013836361959228504,0.002459797681640545,327.3183059798087,True,True,False,True,True,0,False,True,True,True,-1,0
1683187200000,325.25,326.01,325.09,325.95,22726.34,1683190799999,7398619.1659,12258,10009.0,3258550.3477,0,-3.0679552078511754e-05,0.0026077619266759405,-0.0,325.0121475686455,-29.936305732484374,0.7185078801704208,0.6565375138813532,0.1239407325781352,-0.703536624490641,0.9700811948929654,0.6946564885496314,324.0921475686455,-44.94277755976787,98.83473296698861,-0.0008283479061205149,0.0002454364166282684,-0.003558828041110502,326.7285078801704,True,True,False,True,True,0,False,True,False,True,0,0
1683190800000,325.94,326.15,325.52,325.94,17496.76,1683194399999,5700498.4386,9690,8259.53,2691057.636,0,0.0026385224274406752,-0.0007976928269006287,0.0,325.15,-30.14861995753726,0.6861759459219456,0.6624652002894718,0.04742149126494777,0.8544640526800842,0.8156836562606352,1.0042589437819385,324.52,2.3427198654015733,-47.28549742516944,0.00027612444008091977,-0.003528256734368219,-0.00582929373504319,326.8361759459219,True,True,False,True,True,0,False,True,False,True,0,0
1683194400000,325.94,327.34,325.76,326.8,36869.94,1683197999999,12041849.818,17724,19539.32,6381832.4899,0,-0.003427172582619353,-0.002356181150550914,-0.0,326.34263157894736,-15.384615384615504,0.7216289781099476,0.674297955853567,0.09466204451276128,27.174128507911306,1.386595566043572,0.7715094530381151,324.7626315789474,0.0,2.3427198654015733,-0.006150550795593607,-0.008445532435740486,-0.007160342717258359,328.0616289781099,True,False,False,True,True,0,False,True,False,False,0,0
1683198000000,326.8,326.81,325.64,325.68,22372.74,1683201599999,7297121.8657,13168,9439.88,3079213.4071,0,0.0010746745271431033,-0.002732743797592687,0.0,325.80656104151313,-67.20000000000027,0.651837148877064,0.6698057944582665,-0.03593729116240496,-3.5559197050383338,0.888356315317777,5.048076923077022,324.6365610415131,-30.73004821294964,30.73004821294964,-0.005035617784328133,-0.003746008351756409,-0.003469663473348058,327.46183714887707,False,True,True,True,True,0,False,True,True,True,-1,0
1683201600000,325.69,326.6,325.43,326.03,31017.88,1683205199999,10108734.888,17702,14765.58,4812323.7884,0,-0.0038033309818113438,-0.0061037327853263575,-0.0,325.6010428488176,-52.82258064516221,0.617648825131937,0.6593744005930007,-0.0834511509221274,-3.607249886652926,1.1433515969123635,0.4709792284866528,324.4310428488176,-30.781378394564232,0.05133018161459191,-0.004815507775358076,-0.004539459558936176,-0.005643652424623425,327.21764882513196,False,True,False,True,True,0,False,True,False,True,0,0
1683205200000,326.02,326.24,323.9,324.79,83082.22,1683208799999,26995896.0478,31244,36082.93,11725707.2931,0,-0.0023091843960713074,-0.0010160411342715013,0.0,325.23621293759044,-74.1279069767429,0.484906989432659,0.6244809183609323,-0.2791478578565467,-73.8563990797883,1.814814297139756,4.628233791119882,322.8962129375904,-70.30047937474997,39.51910098018574,-0.0007389390067428464,-0.001847347516857116,-0.002216817020228539,326.72490698943267,False,True,False,True,True,0,False,True,False,True,0,0
